65|65|60|130|95|110|525
95|65|110|60|130|65|525
60|85|42|85|42|91|405
95|75|80|100|110|30|490
60|60|60|85|85|85|435
48|72|48|72|48|48|336
190|33|58|33|58|33|405
70|80|65|90|65|85|455
50|65|90|35|35|15|290
75|90|140|60|60|40|465
100|70|70|65|65|45|415
65|75|105|35|65|85|430
75|85|200|55|65|30|510
60|80|50|40|40|30|300
90|120|75|60|60|45|450
65|95|75|55|55|85|430
70|130|100|55|80|65|500
20|10|230|10|230|5|505
80|125|75|40|95|85|500
55|95|55|35|75|115|430
60|80|50|50|50|40|330
86|76|86|116|56|95|515
90|130|75|75|75|55|500
40|40|40|70|40|20|250
50|50|120|80|80|30|410
50|50|40|30|30|50|250
100|100|80|60|60|50|450
55|55|85|65|85|35|380
35|65|35|65|35|65|300
75|105|75|105|75|45|480
45|55|45|65|45|75|330
65|40|70|80|140|70|465
65|80|140|40|70|70|465
45|60|30|80|50|65|330
75|90|50|110|80|95|500
75|95|95|95|95|85|540
90|60|60|40|40|40|330
90|120|120|60|60|50|500
85|80|90|105|95|60|515
73|95|62|85|65|85|465
55|20|35|20|45|75|250
35|35|35|35|35|35|210
50|95|95|35|110|70|455
45|30|15|85|65|65|305
45|63|37|65|55|95|360
45|75|37|70|55|83|365
95|80|105|40|70|100|490
255|10|10|75|135|55|540
90|85|75|115|100|115|580
115|115|85|90|75|100|580
100|75|115|90|115|85|580
50|64|50|45|50|41|300
70|84|70|65|70|51|410
100|134|110|95|100|61|600
106|90|130|90|154|110|680
106|130|90|110|154|90|680
100|100|100|100|100|100|600
40|45|35|65|55|70|310
50|65|45|85|65|95|405
70|85|65|105|85|120|530
45|60|40|70|50|45|310
60|85|60|85|60|55|405
80|120|70|110|70|80|530
50|70|50|50|50|40|310
70|85|70|60|70|50|405
100|110|90|85|90|60|535
35|55|35|30|30|35|220
70|90|70|60|60|70|420
38|30|41|30|41|60|240
78|70|61|50|61|100|420
45|45|35|20|30|20|195
50|35|55|25|25|15|205
60|70|50|90|50|65|385
50|35|55|25|25|15|205
60|50|70|50|90|65|385
40|30|30|40|50|30|220
60|50|50|60|70|50|340
80|70|70|90|100|70|480
40|40|50|30|30|30|220
70|70|40|60|40|60|340
90|100|60|90|60|80|480
40|55|30|30|30|85|270
60|85|60|50|50|125|430
40|30|30|55|30|85|270
60|50|100|85|70|65|430
28|25|25|45|35|40|198
38|35|35|65|55|50|278
68|65|65|125|115|80|518
40|30|32|50|52|65|269
70|60|62|80|82|60|414
60|40|60|40|60|35|295
60|130|80|60|60|70|460
60|60|60|35|35|30|280
80|80|80|55|55|90|440
150|160|100|95|65|100|670
31|45|90|30|30|40|266
61|90|45|50|50|160|456
1|90|45|30|30|40|236
64|51|23|51|23|28|240
84|71|43|71|43|48|360
104|91|63|91|63|68|480
72|60|30|20|30|25|237
144|120|60|40|60|50|474
50|20|40|20|40|20|190
30|45|135|45|90|30|375
50|45|45|35|35|50|260
70|65|65|55|55|70|380
50|75|75|65|65|50|380
50|85|85|55|55|50|380
50|70|100|40|40|30|330
60|90|140|50|50|40|430
70|110|180|60|60|50|530
30|40|55|40|55|60|280
60|60|75|60|75|80|410
40|45|40|65|40|65|295
70|75|60|105|60|105|475
60|50|40|85|75|95|405
60|40|50|75|85|95|405
65|73|55|47|75|85|400
65|47|55|73|75|85|400
50|60|45|100|80|65|400
70|43|53|43|53|40|302
100|73|83|73|83|55|467
45|90|20|65|20|65|305
70|120|40|95|40|95|460
130|70|35|70|35|60|400
170|90|45|90|45|60|500
60|60|40|65|45|35|305
70|100|70|105|75|40|460
70|85|140|85|70|20|470
60|25|35|70|80|60|330
80|45|65|90|110|80|470
60|60|60|60|60|60|360
45|100|45|45|45|10|290
50|70|50|50|50|70|340
80|100|80|80|80|100|520
50|85|40|85|40|35|335
70|115|60|115|60|55|475
45|40|60|40|75|50|310
75|70|90|70|105|80|490
73|115|60|60|60|90|458
73|100|60|100|60|65|458
70|55|65|95|85|70|440
70|95|85|55|65|70|440
50|48|43|46|41|60|288
110|78|73|76|71|60|468
43|80|65|50|35|35|308
63|120|85|90|55|55|468
40|40|55|40|70|55|300
60|70|105|70|120|75|500
66|41|77|61|87|23|355
86|81|97|81|107|43|495
45|95|50|40|50|75|355
75|125|100|70|80|45|495
20|15|20|10|55|80|200
95|60|79|100|125|81|540
70|70|70|70|70|70|420
60|90|70|60|120|40|440
44|75|35|63|33|45|295
64|115|65|83|63|65|455
20|40|90|30|90|25|295
40|70|130|60|130|25|455
99|68|83|72|87|51|460
65|50|70|95|80|65|425
65|130|60|75|60|75|465
95|23|48|23|48|23|260
50|50|50|50|50|50|300
80|80|80|80|80|80|480
70|40|50|55|50|25|290
90|60|70|75|70|45|410
110|80|90|95|90|65|530
35|64|85|74|55|32|345
55|104|105|94|75|52|485
55|84|105|114|75|52|485
100|90|130|45|65|55|485
43|30|55|40|65|97|330
45|75|60|40|30|50|300
65|95|100|60|50|50|420
95|135|80|110|80|100|600
40|55|80|35|60|30|300
60|75|100|55|80|50|420
80|135|130|95|90|70|600
80|100|200|50|100|50|580
80|50|100|100|200|50|580
80|75|150|75|150|50|580
80|80|90|110|130|110|600
80|90|80|130|110|110|600
100|100|90|150|140|90|670
100|150|140|100|90|90|670
105|150|90|150|90|95|680
100|100|100|100|100|100|600
50|150|50|150|50|150|600
55|68|64|45|55|31|318
75|89|85|55|65|36|405
95|109|105|75|85|56|525
44|58|44|58|44|61|309
64|78|52|78|52|81|405
76|104|71|104|71|108|534
53|51|53|61|56|40|314
64|66|68|81|76|50|405
84|86|88|111|101|60|530
40|55|30|30|30|60|245
55|75|50|40|40|80|340
85|120|70|50|50|100|475
59|45|40|35|40|31|250
79|85|60|55|60|71|410
37|25|41|25|41|25|194
77|85|51|55|51|65|384
45|65|34|40|34|45|263
60|85|49|60|49|60|363
80|120|79|95|79|70|523
40|30|35|50|70|55|280
60|70|55|125|105|90|505
67|125|40|30|30|58|350
97|165|60|65|50|58|495
30|42|118|42|88|30|350
60|52|168|47|138|30|495
40|29|45|29|45|36|224
60|59|85|79|105|36|424
70|94|50|94|50|66|424
30|30|42|30|42|70|244
70|80|102|80|102|40|474
60|45|70|45|90|95|405
55|65|35|60|30|85|330
85|105|55|85|50|115|495
45|35|45|62|53|35|275
70|60|70|87|78|85|450
76|48|48|57|62|34|325
111|83|68|92|82|39|475
75|100|66|60|66|115|482
90|50|34|60|44|70|348
150|80|44|90|54|80|498
55|66|44|44|56|85|350
65|76|84|54|96|105|480
60|60|60|105|105|105|495
100|125|52|105|52|71|505
49|55|42|42|37|85|310
71|82|64|64|59|112|452
45|30|50|65|50|45|285
63|63|47|41|41|74|329
103|93|67|71|61|84|479
57|24|86|24|86|23|300
67|89|116|79|116|33|500
50|80|95|10|45|10|290
20|25|45|70|90|60|310
100|5|5|15|65|30|220
76|65|45|92|42|91|411
50|92|108|92|108|35|485
58|70|45|40|45|42|300
68|90|65|50|55|82|410
108|130|95|80|85|102|600
135|85|40|40|85|5|390
40|70|40|35|40|60|285
70|110|70|115|70|90|525
68|72|78|38|42|32|330
108|112|118|68|72|47|525
40|50|90|30|55|65|330
70|90|110|60|75|95|500
48|61|40|61|40|50|300
83|106|65|86|65|85|490
74|100|72|90|72|46|454
49|49|56|49|61|66|330
69|69|76|69|86|91|460
45|20|50|60|120|50|345
60|62|50|62|60|40|334
90|92|75|92|85|60|494
70|120|65|45|85|125|510
70|70|115|130|90|60|535
110|85|95|80|95|50|515
115|140|130|55|55|40|535
100|100|125|110|50|50|535
75|123|67|95|85|95|540
75|95|67|125|95|83|540
85|50|95|120|115|80|545
86|76|86|116|56|95|515
65|110|130|60|65|95|525
65|60|110|130|95|65|525
75|95|125|45|75|95|510
110|130|80|70|60|80|530
85|80|70|135|75|90|535
68|125|65|65|115|80|518
60|55|145|75|150|40|525
45|100|135|65|135|45|525
70|80|70|80|70|110|480
50|50|77|95|77|91|440
75|75|130|75|130|95|580
80|105|105|105|105|80|580
75|125|70|125|70|115|580
100|120|120|150|100|90|680
90|120|100|150|120|100|680
91|90|106|130|106|77|600
110|160|110|80|110|100|670
150|100|120|100|120|90|680
120|70|120|75|130|85|600
80|80|80|80|80|80|480
100|100|100|100|100|100|600
70|90|90|135|90|125|600
100|100|100|100|100|100|600
120|120|120|120|120|120|720
100|100|100|100|100|100|600
45|45|55|45|55|63|308
60|60|75|60|75|83|413
75|75|95|75|95|113|528
65|63|45|45|45|45|308
90|93|55|70|55|55|418
110|123|65|100|65|65|528
55|55|45|63|45|45|308
75|75|60|83|60|60|413
95|100|85|108|70|70|528
45|55|39|35|39|42|255
60|85|69|60|69|77|420
45|60|45|25|45|55|275
65|80|65|35|65|60|370
85|100|90|45|90|80|490
41|50|37|50|37|66|281
64|88|50|88|50|106|446
50|53|48|53|48|64|316
75|98|63|98|63|101|498
50|53|48|53|48|64|316
75|98|63|98|63|101|498
50|53|48|53|48|64|316
75|98|63|98|63|101|498
76|25|45|67|55|24|292
116|55|85|107|95|29|487
50|55|50|36|30|43|264
62|77|62|50|42|65|358
80|105|80|65|55|93|478
45|60|32|50|32|76|295
75|100|63|80|63|116|497
55|75|85|25|25|15|280
70|105|105|50|40|20|390
85|135|130|60|70|25|505
55|45|43|55|43|72|313
67|57|55|77|55|114|425
60|85|40|30|45|68|328
110|135|60|50|65|88|508
103|60|86|60|86|50|445
75|80|55|25|35|35|305
85|105|85|40|50|40|405
105|140|95|55|65|45|505
50|50|40|50|40|64|294
75|65|55|65|55|69|384
105|85|75|85|75|74|499
120|100|85|30|85|45|465
75|125|75|30|75|85|465
45|53|70|40|60|42|310
55|63|90|50|80|42|380
75|103|80|70|70|92|490
30|45|59|30|39|57|260
40|55|99|40|79|47|360
60|90|89|55|69|112|475
40|27|60|37|50|66|280
60|67|85|77|75|116|480
45|35|50|70|50|30|280
70|60|75|110|75|90|480
70|92|65|80|55|98|460
50|72|35|35|35|65|292
60|82|45|45|45|74|351
95|117|70|65|70|92|509
70|90|45|15|45|50|315
105|140|55|30|55|95|480
75|86|67|106|67|60|461
50|65|85|35|35|55|325
70|95|125|65|75|45|475
50|75|70|35|70|48|348
65|90|115|45|115|58|488
72|58|80|103|80|97|490
38|30|85|55|65|30|303
58|50|145|95|105|30|483
54|78|103|53|45|22|355
74|108|133|83|65|32|495
55|112|45|74|45|70|401
75|140|65|112|65|110|567
50|50|62|40|62|65|329
80|95|82|60|82|75|474
40|65|40|80|40|65|330
60|105|60|120|60|105|510
55|50|40|40|40|75|300
75|95|60|65|60|115|470
45|30|50|55|65|45|290
60|45|70|75|85|55|390
70|55|95|95|110|65|490
45|30|40|105|50|20|290
65|40|50|125|60|30|370
110|65|75|125|85|30|490
62|44|50|44|50|55|305
75|87|63|87|63|98|473
36|50|50|65|60|44|305
51|65|65|80|75|59|395
71|95|85|110|95|79|535
60|60|50|40|50|75|335
80|100|70|60|70|95|475
55|75|60|75|60|103|428
50|75|45|40|45|60|315
70|135|105|60|105|20|495
69|55|45|55|55|15|294
114|85|70|85|80|30|464
55|40|50|65|85|40|335
100|60|70|85|105|60|480
165|75|80|40|45|65|470
50|47|50|57|50|65|319
70|77|60|97|60|108|472
44|50|91|24|86|10|305
74|94|131|54|116|20|489
40|55|70|45|60|30|300
60|80|95|70|85|50|440
60|100|115|70|85|90|520
35|55|40|45|40|60|275
65|85|70|75|70|40|405
85|115|80|105|80|50|515
55|55|55|85|55|30|335
75|75|75|125|95|40|485
50|30|55|65|55|20|275
60|40|60|95|60|55|370
60|55|90|145|90|80|520
46|87|60|30|40|57|320
66|117|70|40|50|67|410
76|147|90|60|70|97|540
55|70|40|60|40|40|305
95|110|80|70|80|50|485
70|50|30|95|135|105|485
50|40|85|40|65|25|305
80|70|40|100|60|145|495
109|66|84|81|99|32|471
45|85|50|55|50|65|350
65|125|60|95|60|105|510
77|120|90|60|90|48|485
59|74|50|35|50|35|303
89|124|80|55|80|55|483
45|85|70|40|40|60|340
65|125|100|60|70|70|490
95|110|95|40|95|55|490
70|83|50|37|50|60|350
100|123|75|57|75|80|510
70|55|75|45|65|60|370
110|65|105|55|95|80|510
85|97|66|105|66|65|484
58|109|112|48|48|109|484
52|65|50|45|50|38|300
72|85|70|65|70|58|420
92|105|90|125|90|98|600
55|85|55|50|55|60|360
85|60|65|135|105|100|550
91|90|129|90|72|108|580
91|129|90|72|90|108|580
91|90|72|90|129|108|580
79|115|70|125|80|111|580
79|115|70|125|80|111|580
100|120|100|150|120|90|680
100|150|120|120|100|90|680
89|125|90|115|80|101|600
125|130|90|130|90|95|660
91|72|90|129|90|108|580
100|77|77|128|128|90|600
71|120|95|120|95|99|600
56|61|65|48|45|38|313
61|78|95|56|58|57|405
88|107|122|74|75|64|530
40|45|40|62|60|60|307
59|59|58|90|70|73|409
75|69|72|114|100|104|534
41|56|40|62|44|71|314
54|63|52|83|56|97|405
72|95|67|103|71|122|530
38|36|38|32|36|57|237
85|56|77|50|77|78|423
45|50|43|40|38|62|278
62|73|55|56|52|84|382
78|81|71|74|69|126|499
38|35|40|27|25|35|200
45|22|60|27|30|29|213
80|52|50|90|50|89|411
62|50|58|73|54|72|369
86|68|72|109|66|106|507
44|38|39|61|79|42|303
54|45|47|75|98|52|371
78|65|68|112|154|75|552
66|65|48|62|57|52|350
123|100|62|97|81|68|531
67|82|62|46|48|43|348
95|124|78|69|71|58|495
75|80|60|65|90|102|472
62|48|54|63|60|68|355
74|48|76|83|81|104|466
45|80|100|35|37|28|325
59|110|150|45|49|35|448
60|50|150|50|150|60|520
78|52|60|63|65|23|341
101|72|72|99|89|29|462
62|48|66|59|57|49|341
82|80|86|85|75|72|480
53|54|53|37|46|45|288
86|92|88|68|75|73|482
42|52|67|39|56|50|306
72|105|115|54|86|68|500
50|60|60|60|60|30|320
65|75|90|97|123|44|494
50|53|62|58|63|44|330
71|73|88|120|89|59|500
44|38|33|61|43|70|289
62|55|52|109|94|109|481
58|89|77|45|45|48|362
82|121|119|69|59|71|521
77|59|50|67|63|46|362
123|77|72|99|92|58|521
95|65|65|110|130|60|525
78|92|75|74|63|118|500
67|58|57|81|67|101|431
50|50|150|50|150|50|500
45|50|35|55|75|40|300
68|75|53|83|113|60|452
90|100|70|110|150|80|600
57|80|91|80|87|75|470
43|70|48|50|60|38|309
85|110|76|65|82|56|474
44|66|70|44|55|56|335
55|85|122|58|75|99|494
55|69|85|32|35|28|304
95|117|184|44|46|28|514
40|30|35|45|40|55|245
85|70|80|97|80|123|535
126|131|95|131|98|99|680
126|131|95|131|98|99|680
108|100|121|81|95|95|600
50|100|150|100|150|50|600
80|110|60|150|130|70|600
80|110|120|130|90|70|600
68|55|55|50|50|42|320
78|75|75|70|70|52|420
78|107|75|100|100|70|530
45|65|40|60|40|70|320
65|85|50|80|50|90|420
95|115|90|80|90|60|530
50|54|54|66|56|40|320
60|69|69|91|81|50|420
80|74|74|126|116|60|530
35|75|30|30|30|65|265
55|85|50|40|50|75|355
80|120|75|75|75|60|485
48|70|30|30|30|45|253
88|110|60|55|60|45|418
47|62|45|55|45|46|300
57|82|95|55|75|36|400
77|70|90|145|75|43|500
47|82|57|42|47|63|338
97|132|77|62|67|43|478
75|70|70|98|70|93|476
40|45|40|55|40|84|304
60|55|60|95|70|124|464
45|65|40|30|40|60|280
75|115|65|55|65|112|487
45|20|20|25|25|40|175
50|53|62|43|52|45|305
50|63|152|53|142|35|495
70|100|70|45|55|45|385
100|125|100|55|85|35|500
38|40|52|40|72|27|269
68|70|92|50|132|42|454
40|55|35|50|35|35|250
70|105|90|80|90|45|480
40|35|55|65|75|15|285
60|45|80|90|100|30|405
48|44|40|71|40|77|320
68|64|60|111|60|117|480
70|75|50|45|50|50|340
120|125|80|55|60|60|500
42|30|38|30|38|32|210
52|40|48|40|48|62|290
72|120|98|50|98|72|510
51|52|90|82|110|100|485
90|60|80|90|110|60|490
100|120|90|40|60|80|490
25|35|40|20|30|80|230
75|125|140|60|90|40|530
55|55|80|70|45|15|320
85|75|110|100|75|35|480
55|60|130|30|130|5|410
95|95|95|95|95|59|534
95|95|95|95|95|95|570
60|60|100|60|100|60|440
65|115|65|75|95|65|480
60|78|135|91|85|36|485
65|98|63|40|73|96|435
55|90|80|50|105|96|476
68|105|70|70|70|92|475
78|60|85|135|91|36|485
70|131|100|86|90|40|517
45|55|65|45|45|45|300
55|75|90|65|70|65|420
75|110|125|100|105|85|600
70|115|85|95|75|130|570
70|85|75|130|115|95|570
70|130|115|85|95|75|570
70|75|115|95|130|85|570
43|29|31|29|31|37|200
43|29|131|29|131|37|400
137|137|107|113|89|97|680
137|113|89|137|107|97|680
109|53|47|127|131|103|570
107|139|139|53|53|79|570
71|137|37|137|37|151|570
83|89|71|173|71|83|570
97|101|103|107|101|61|570
59|181|131|59|31|109|570
223|101|53|97|53|43|570
97|107|101|127|89|79|600
80|95|115|130|115|65|600
90|125|80|90|90|125|600
67|73|67|73|67|73|420
73|73|73|127|73|121|540
61|131|211|53|101|13|570
53|127|53|151|79|107|570
88|112|75|102|80|143|600
46|65|65|55|35|34|300
135|143|143|80|65|34|600
